"region","hustyp","bostadsarea","år","Antal"
"Knivsta","flerbostadshus","uppgift saknas","2015",0
"Knivsta","flerbostadshus","uppgift saknas","2016",0
"Knivsta","flerbostadshus","uppgift saknas","2017",0
"Knivsta","flerbostadshus","uppgift saknas","2018",0
"Knivsta","flerbostadshus","uppgift saknas","2019",0
"Knivsta","flerbostadshus","uppgift saknas","2020",0
"Knivsta","flerbostadshus","uppgift saknas","2021",0
"Knivsta","flerbostadshus","uppgift saknas","2022",0
"Knivsta","flerbostadshus","uppgift saknas","2023",0
"Knivsta","flerbostadshus","uppgift saknas","2024",1
"Knivsta","övriga hus","< 31 kvm","2013",2
"Knivsta","övriga hus","< 31 kvm","2014",2
"Knivsta","övriga hus","< 31 kvm","2015",2
"Knivsta","övriga hus","< 31 kvm","2016",2
"Knivsta","övriga hus","< 31 kvm","2017",2
"Knivsta","övriga hus","< 31 kvm","2018",2
"Knivsta","övriga hus","< 31 kvm","2019",2
"Knivsta","övriga hus","< 31 kvm","2020",2
"Knivsta","övriga hus","< 31 kvm","2021",3
"Knivsta","övriga hus","< 31 kvm","2022",3
"Knivsta","övriga hus","< 31 kvm","2023",4
"Knivsta","övriga hus","< 31 kvm","2024",4
"Knivsta","övriga hus","31-40 kvm","2013",2
"Knivsta","övriga hus","31-40 kvm","2014",2
"Knivsta","övriga hus","31-40 kvm","2015",2
"Knivsta","övriga hus","31-40 kvm","2016",2
"Knivsta","övriga hus","31-40 kvm","2017",2
"Knivsta","övriga hus","31-40 kvm","2018",2
"Knivsta","övriga hus","31-40 kvm","2019",2
"Knivsta","övriga hus","31-40 kvm","2020",2
"Knivsta","övriga hus","31-40 kvm","2021",2
"Knivsta","övriga hus","31-40 kvm","2022",2
"Knivsta","övriga hus","31-40 kvm","2023",3
"Knivsta","övriga hus","31-40 kvm","2024",2
"Knivsta","övriga hus","41-50 kvm","2013",0
"Knivsta","övriga hus","41-50 kvm","2014",0
"Knivsta","övriga hus","41-50 kvm","2015",0
"Knivsta","övriga hus","41-50 kvm","2016",0
"Knivsta","övriga hus","41-50 kvm","2017",1
"Knivsta","övriga hus","41-50 kvm","2018",1
"Knivsta","övriga hus","41-50 kvm","2019",1
"Knivsta","övriga hus","41-50 kvm","2020",1
"Knivsta","övriga hus","41-50 kvm","2021",1
"Knivsta","övriga hus","41-50 kvm","2022",1
"Knivsta","övriga hus","41-50 kvm","2023",1
"Knivsta","övriga hus","41-50 kvm","2024",1
"Knivsta","övriga hus","51-60 kvm","2013",3
"Knivsta","övriga hus","51-60 kvm","2014",4
"Knivsta","övriga hus","51-60 kvm","2015",4
"Knivsta","övriga hus","51-60 kvm","2016",4
"Knivsta","övriga hus","51-60 kvm","2017",4
"Knivsta","övriga hus","51-60 kvm","2018",4
"Knivsta","övriga hus","51-60 kvm","2019",4
"Knivsta","övriga hus","51-60 kvm","2020",3
"Knivsta","övriga hus","51-60 kvm","2021",3
"Knivsta","övriga hus","51-60 kvm","2022",3
"Knivsta","övriga hus","51-60 kvm","2023",3
"Knivsta","övriga hus","51-60 kvm","2024",3
"Knivsta","övriga hus","61-70 kvm","2013",2
"Knivsta","övriga hus","61-70 kvm","2014",2
"Knivsta","övriga hus","61-70 kvm","2015",2
"Knivsta","övriga hus","61-70 kvm","2016",2
"Knivsta","övriga hus","61-70 kvm","2017",2
"Knivsta","övriga hus","61-70 kvm","2018",2
"Knivsta","övriga hus","61-70 kvm","2019",2
"Knivsta","övriga hus","61-70 kvm","2020",2
"Knivsta","övriga hus","61-70 kvm","2021",2
"Knivsta","övriga hus","61-70 kvm","2022",2
"Knivsta","övriga hus","61-70 kvm","2023",2
"Knivsta","övriga hus","61-70 kvm","2024",2
"Knivsta","övriga hus","71-80 kvm","2013",4
"Knivsta","övriga hus","71-80 kvm","2014",4
"Knivsta","övriga hus","71-80 kvm","2015",0
"Knivsta","övriga hus","71-80 kvm","2016",0
"Knivsta","övriga hus","71-80 kvm","2017",0
"Knivsta","övriga hus","71-80 kvm","2018",0
"Knivsta","övriga hus","71-80 kvm","2019",0
"Knivsta","övriga hus","71-80 kvm","2020",0
"Knivsta","övriga hus","71-80 kvm","2021",0
"Knivsta","övriga hus","71-80 kvm","2022",0
"Knivsta","övriga hus","71-80 kvm","2023",0
"Knivsta","övriga hus","71-80 kvm","2024",0
"Knivsta","övriga hus","81-90 kvm","2013",1
"Knivsta","övriga hus","81-90 kvm","2014",1
"Knivsta","övriga hus","81-90 kvm","2015",1
"Knivsta","övriga hus","81-90 kvm","2016",1
"Knivsta","övriga hus","81-90 kvm","2017",1
"Knivsta","övriga hus","81-90 kvm","2018",1
"Knivsta","övriga hus","81-90 kvm","2019",1
"Knivsta","övriga hus","81-90 kvm","2020",1
"Knivsta","övriga hus","81-90 kvm","2021",1
"Knivsta","övriga hus","81-90 kvm","2022",1
"Knivsta","övriga hus","81-90 kvm","2023",2
"Knivsta","övriga hus","81-90 kvm","2024",2
"Knivsta","övriga hus","91-100 kvm","2013",2
"Knivsta","övriga hus","91-100 kvm","2014",3
"Knivsta","övriga hus","91-100 kvm","2015",1
"Knivsta","övriga hus","91-100 kvm","2016",1
"Knivsta","övriga hus","91-100 kvm","2017",1
"Knivsta","övriga hus","91-100 kvm","2018",1
"Knivsta","övriga hus","91-100 kvm","2019",1
"Knivsta","övriga hus","91-100 kvm","2020",1
"Knivsta","övriga hus","91-100 kvm","2021",1
"Knivsta","övriga hus","91-100 kvm","2022",1
"Knivsta","övriga hus","91-100 kvm","2023",1
"Knivsta","övriga hus","91-100 kvm","2024",2
"Knivsta","övriga hus","101-110 kvm","2013",0
"Knivsta","övriga hus","101-110 kvm","2014",0
"Knivsta","övriga hus","101-110 kvm","2015",0
"Knivsta","övriga hus","101-110 kvm","2016",0
"Knivsta","övriga hus","101-110 kvm","2017",0
"Knivsta","övriga hus","101-110 kvm","2018",0
"Knivsta","övriga hus","101-110 kvm","2019",0
"Knivsta","övriga hus","101-110 kvm","2020",0
"Knivsta","övriga hus","101-110 kvm","2021",0
"Knivsta","övriga hus","101-110 kvm","2022",0
"Knivsta","övriga hus","101-110 kvm","2023",0
"Knivsta","övriga hus","101-110 kvm","2024",0
"Knivsta","övriga hus","111-120 kvm","2013",1
"Knivsta","övriga hus","111-120 kvm","2014",1
"Knivsta","övriga hus","111-120 kvm","2015",1
"Knivsta","övriga hus","111-120 kvm","2016",1
"Knivsta","övriga hus","111-120 kvm","2017",1
"Knivsta","övriga hus","111-120 kvm","2018",1
"Knivsta","övriga hus","111-120 kvm","2019",1
"Knivsta","övriga hus","111-120 kvm","2020",1
"Knivsta","övriga hus","111-120 kvm","2021",1
"Knivsta","övriga hus","111-120 kvm","2022",1
"Knivsta","övriga hus","111-120 kvm","2023",1
"Knivsta","övriga hus","111-120 kvm","2024",1
"Knivsta","övriga hus","121-130 kvm","2013",1
"Knivsta","övriga hus","121-130 kvm","2014",1
"Knivsta","övriga hus","121-130 kvm","2015",1
"Knivsta","övriga hus","121-130 kvm","2016",1
"Knivsta","övriga hus","121-130 kvm","2017",1
"Knivsta","övriga hus","121-130 kvm","2018",1
"Knivsta","övriga hus","121-130 kvm","2019",1
"Knivsta","övriga hus","121-130 kvm","2020",1
"Knivsta","övriga hus","121-130 kvm","2021",1
"Knivsta","övriga hus","121-130 kvm","2022",1
"Knivsta","övriga hus","121-130 kvm","2023",1
"Knivsta","övriga hus","121-130 kvm","2024",1
"Knivsta","övriga hus","131-140 kvm","2013",0
"Knivsta","övriga hus","131-140 kvm","2014",0
"Knivsta","övriga hus","131-140 kvm","2015",0
"Knivsta","övriga hus","131-140 kvm","2016",0
"Knivsta","övriga hus","131-140 kvm","2017",0
"Knivsta","övriga hus","131-140 kvm","2018",0
"Knivsta","övriga hus","131-140 kvm","2019",0
"Knivsta","övriga hus","131-140 kvm","2020",0
"Knivsta","övriga hus","131-140 kvm","2021",1
"Knivsta","övriga hus","131-140 kvm","2022",0
"Knivsta","övriga hus","131-140 kvm","2023",0
"Knivsta","övriga hus","131-140 kvm","2024",0
"Knivsta","övriga hus","141-150 kvm","2013",1
"Knivsta","övriga hus","141-150 kvm","2014",1
"Knivsta","övriga hus","141-150 kvm","2015",0
"Knivsta","övriga hus","141-150 kvm","2016",0
"Knivsta","övriga hus","141-150 kvm","2017",0
"Knivsta","övriga hus","141-150 kvm","2018",0
"Knivsta","övriga hus","141-150 kvm","2019",0
"Knivsta","övriga hus","141-150 kvm","2020",0
"Knivsta","övriga hus","141-150 kvm","2021",0
"Knivsta","övriga hus","141-150 kvm","2022",0
"Knivsta","övriga hus","141-150 kvm","2023",0
"Knivsta","övriga hus","141-150 kvm","2024",0
"Knivsta","övriga hus","151-160 kvm","2013",0
"Knivsta","övriga hus","151-160 kvm","2014",0
"Knivsta","övriga hus","151-160 kvm","2015",0
"Knivsta","övriga hus","151-160 kvm","2016",0
"Knivsta","övriga hus","151-160 kvm","2017",0
"Knivsta","övriga hus","151-160 kvm","2018",0
"Knivsta","övriga hus","151-160 kvm","2019",0
"Knivsta","övriga hus","151-160 kvm","2020",0
"Knivsta","övriga hus","151-160 kvm","2021",0
"Knivsta","övriga hus","151-160 kvm","2022",0
"Knivsta","övriga hus","151-160 kvm","2023",0
"Knivsta","övriga hus","151-160 kvm","2024",1
"Knivsta","övriga hus","161-170 kvm","2013",0
"Knivsta","övriga hus","161-170 kvm","2014",0
"Knivsta","övriga hus","161-170 kvm","2015",0
"Knivsta","övriga hus","161-170 kvm","2016",0
"Knivsta","övriga hus","161-170 kvm","2017",0
"Knivsta","övriga hus","161-170 kvm","2018",0
"Knivsta","övriga hus","161-170 kvm","2019",0
"Knivsta","övriga hus","161-170 kvm","2020",0
"Knivsta","övriga hus","161-170 kvm","2021",0
"Knivsta","övriga hus","161-170 kvm","2022",0
"Knivsta","övriga hus","161-170 kvm","2023",0
"Knivsta","övriga hus","161-170 kvm","2024",0
"Knivsta","övriga hus","171-180 kvm","2013",0
"Knivsta","övriga hus","171-180 kvm","2014",0
"Knivsta","övriga hus","171-180 kvm","2015",0
"Knivsta","övriga hus","171-180 kvm","2016",0
"Knivsta","övriga hus","171-180 kvm","2017",0
"Knivsta","övriga hus","171-180 kvm","2018",0
"Knivsta","övriga hus","171-180 kvm","2019",0
"Knivsta","övriga hus","171-180 kvm","2020",0
"Knivsta","övriga hus","171-180 kvm","2021",0
"Knivsta","övriga hus","171-180 kvm","2022",0
"Knivsta","övriga hus","171-180 kvm","2023",0
"Knivsta","övriga hus","171-180 kvm","2024",0
"Knivsta","övriga hus","181-190 kvm","2013",0
"Knivsta","övriga hus","181-190 kvm","2014",0
"Knivsta","övriga hus","181-190 kvm","2015",0
"Knivsta","övriga hus","181-190 kvm","2016",0
"Knivsta","övriga hus","181-190 kvm","2017",0
"Knivsta","övriga hus","181-190 kvm","2018",0
"Knivsta","övriga hus","181-190 kvm","2019",0
"Knivsta","övriga hus","181-190 kvm","2020",0
"Knivsta","övriga hus","181-190 kvm","2021",0
"Knivsta","övriga hus","181-190 kvm","2022",0
"Knivsta","övriga hus","181-190 kvm","2023",0
"Knivsta","övriga hus","181-190 kvm","2024",0
"Knivsta","övriga hus","191-200 kvm","2013",1
"Knivsta","övriga hus","191-200 kvm","2014",1
"Knivsta","övriga hus","191-200 kvm","2015",1
"Knivsta","övriga hus","191-200 kvm","2016",1
"Knivsta","övriga hus","191-200 kvm","2017",1
"Knivsta","övriga hus","191-200 kvm","2018",1
"Knivsta","övriga hus","191-200 kvm","2019",1
"Knivsta","övriga hus","191-200 kvm","2020",1
"Knivsta","övriga hus","191-200 kvm","2021",1
"Knivsta","övriga hus","191-200 kvm","2022",1
"Knivsta","övriga hus","191-200 kvm","2023",1
"Knivsta","övriga hus","191-200 kvm","2024",1
"Knivsta","övriga hus","> 200 kvm","2013",3
"Knivsta","övriga hus","> 200 kvm","2014",3
"Knivsta","övriga hus","> 200 kvm","2015",3
"Knivsta","övriga hus","> 200 kvm","2016",3
"Knivsta","övriga hus","> 200 kvm","2017",3
"Knivsta","övriga hus","> 200 kvm","2018",3
"Knivsta","övriga hus","> 200 kvm","2019",3
"Knivsta","övriga hus","> 200 kvm","2020",3
"Knivsta","övriga hus","> 200 kvm","2021",3
"Knivsta","övriga hus","> 200 kvm","2022",3
"Knivsta","övriga hus","> 200 kvm","2023",3
"Knivsta","övriga hus","> 200 kvm","2024",3
"Knivsta","övriga hus","uppgift saknas","2013",0
"Knivsta","övriga hus","uppgift saknas","2014",0
"Knivsta","övriga hus","uppgift saknas","2015",0
"Knivsta","övriga hus","uppgift saknas","2016",1
"Knivsta","övriga hus","uppgift saknas","2017",0
"Knivsta","övriga hus","uppgift saknas","2018",1
"Knivsta","övriga hus","uppgift saknas","2019",0
"Knivsta","övriga hus","uppgift saknas","2020",0
"Knivsta","övriga hus","uppgift saknas","2021",0
"Knivsta","övriga hus","uppgift saknas","2022",0
"Knivsta","övriga hus","uppgift saknas","2023",0
"Knivsta","övriga hus","uppgift saknas","2024",0
"Heby","småhus","< 31 kvm","2013",6
"Heby","småhus","< 31 kvm","2014",4
"Heby","småhus","< 31 kvm","2015",4
"Heby","småhus","< 31 kvm","2016",3
"Heby","småhus","< 31 kvm","2017",5
"Heby","småhus","< 31 kvm","2018",4
"Heby","småhus","< 31 kvm","2019",5
"Heby","småhus","< 31 kvm","2020",5
"Heby","småhus","< 31 kvm","2021",5
"Heby","småhus","< 31 kvm","2022",4
"Heby","småhus","< 31 kvm","2023",4
"Heby","småhus","< 31 kvm","2024",4
"Heby","småhus","31-40 kvm","2013",45
"Heby","småhus","31-40 kvm","2014",47
"Heby","småhus","31-40 kvm","2015",49
"Heby","småhus","31-40 kvm","2016",47
"Heby","småhus","31-40 kvm","2017",49
"Heby","småhus","31-40 kvm","2018",51
"Heby","småhus","31-40 kvm","2019",55
"Heby","småhus","31-40 kvm","2020",52
"Heby","småhus","31-40 kvm","2021",57
"Heby","småhus","31-40 kvm","2022",62
"Heby","småhus","31-40 kvm","2023",62
"Heby","småhus","31-40 kvm","2024",63
"Heby","småhus","41-50 kvm","2013",77
"Heby","småhus","41-50 kvm","2014",76
"Heby","småhus","41-50 kvm","2015",77
"Heby","småhus","41-50 kvm","2016",79
"Heby","småhus","41-50 kvm","2017",91
"Heby","småhus","41-50 kvm","2018",93
"Heby","småhus","41-50 kvm","2019",99
"Heby","småhus","41-50 kvm","2020",101
"Heby","småhus","41-50 kvm","2021",104
"Heby","småhus","41-50 kvm","2022",99
"Heby","småhus","41-50 kvm","2023",97
"Heby","småhus","41-50 kvm","2024",98
"Heby","småhus","51-60 kvm","2013",199
"Heby","småhus","51-60 kvm","2014",205
"Heby","småhus","51-60 kvm","2015",206
"Heby","småhus","51-60 kvm","2016",211
"Heby","småhus","51-60 kvm","2017",208
"Heby","småhus","51-60 kvm","2018",211
"Heby","småhus","51-60 kvm","2019",214
"Heby","småhus","51-60 kvm","2020",214
"Heby","småhus","51-60 kvm","2021",212
"Heby","småhus","51-60 kvm","2022",219
"Heby","småhus","51-60 kvm","2023",215
"Heby","småhus","51-60 kvm","2024",223
"Heby","småhus","61-70 kvm","2013",328
"Heby","småhus","61-70 kvm","2014",325
"Heby","småhus","61-70 kvm","2015",327
"Heby","småhus","61-70 kvm","2016",333
"Heby","småhus","61-70 kvm","2017",335
"Heby","småhus","61-70 kvm","2018",333
"Heby","småhus","61-70 kvm","2019",334
"Heby","småhus","61-70 kvm","2020",335
"Heby","småhus","61-70 kvm","2021",334
"Heby","småhus","61-70 kvm","2022",329
"Heby","småhus","61-70 kvm","2023",332
"Heby","småhus","61-70 kvm","2024",325
"Heby","småhus","71-80 kvm","2013",372
"Heby","småhus","71-80 kvm","2014",373
"Heby","småhus","71-80 kvm","2015",373
"Heby","småhus","71-80 kvm","2016",371
"Heby","småhus","71-80 kvm","2017",373
"Heby","småhus","71-80 kvm","2018",382
"Heby","småhus","71-80 kvm","2019",376
"Heby","småhus","71-80 kvm","2020",379
"Heby","småhus","71-80 kvm","2021",385
"Heby","småhus","71-80 kvm","2022",386
"Heby","småhus","71-80 kvm","2023",384
"Heby","småhus","71-80 kvm","2024",390
"Heby","småhus","81-90 kvm","2013",346
"Heby","småhus","81-90 kvm","2014",339
"Heby","småhus","81-90 kvm","2015",339
"Heby","småhus","81-90 kvm","2016",344
"Heby","småhus","81-90 kvm","2017",339
"Heby","småhus","81-90 kvm","2018",345
"Heby","småhus","81-90 kvm","2019",349
"Heby","småhus","81-90 kvm","2020",351
"Heby","småhus","81-90 kvm","2021",355
"Heby","småhus","81-90 kvm","2022",354
"Heby","småhus","81-90 kvm","2023",353
"Heby","småhus","81-90 kvm","2024",353
"Heby","småhus","91-100 kvm","2013",412
"Heby","småhus","91-100 kvm","2014",409
"Heby","småhus","91-100 kvm","2015",405
"Heby","småhus","91-100 kvm","2016",408
"Heby","småhus","91-100 kvm","2017",405
"Heby","småhus","91-100 kvm","2018",413
"Heby","småhus","91-100 kvm","2019",414
"Heby","småhus","91-100 kvm","2020",428
"Heby","småhus","91-100 kvm","2021",434
"Heby","småhus","91-100 kvm","2022",430
"Heby","småhus","91-100 kvm","2023",428
"Heby","småhus","91-100 kvm","2024",426
"Heby","småhus","101-110 kvm","2013",622
"Heby","småhus","101-110 kvm","2014",629
"Heby","småhus","101-110 kvm","2015",630
"Heby","småhus","101-110 kvm","2016",625
"Heby","småhus","101-110 kvm","2017",625
"Heby","småhus","101-110 kvm","2018",622
"Heby","småhus","101-110 kvm","2019",620
"Heby","småhus","101-110 kvm","2020",620
"Heby","småhus","101-110 kvm","2021",624
"Heby","småhus","101-110 kvm","2022",631
"Heby","småhus","101-110 kvm","2023",629
"Heby","småhus","101-110 kvm","2024",628
"Heby","småhus","111-120 kvm","2013",487
"Heby","småhus","111-120 kvm","2014",481
"Heby","småhus","111-120 kvm","2015",487
"Heby","småhus","111-120 kvm","2016",488
"Heby","småhus","111-120 kvm","2017",496
"Heby","småhus","111-120 kvm","2018",495
"Heby","småhus","111-120 kvm","2019",494
"Heby","småhus","111-120 kvm","2020",501
"Heby","småhus","111-120 kvm","2021",500
"Heby","småhus","111-120 kvm","2022",499
"Heby","småhus","111-120 kvm","2023",494
"Heby","småhus","111-120 kvm","2024",498
"Heby","småhus","121-130 kvm","2013",419
"Heby","småhus","121-130 kvm","2014",418
"Heby","småhus","121-130 kvm","2015",413
"Heby","småhus","121-130 kvm","2016",413
"Heby","småhus","121-130 kvm","2017",418
"Heby","småhus","121-130 kvm","2018",418
"Heby","småhus","121-130 kvm","2019",424
"Heby","småhus","121-130 kvm","2020",427
"Heby","småhus","121-130 kvm","2021",435
"Heby","småhus","121-130 kvm","2022",435
"Heby","småhus","121-130 kvm","2023",434
"Heby","småhus","121-130 kvm","2024",433
"Heby","småhus","131-140 kvm","2013",298
"Heby","småhus","131-140 kvm","2014",301
"Heby","småhus","131-140 kvm","2015",301
"Heby","småhus","131-140 kvm","2016",296
"Heby","småhus","131-140 kvm","2017",300
"Heby","småhus","131-140 kvm","2018",301
"Heby","småhus","131-140 kvm","2019",309
"Heby","småhus","131-140 kvm","2020",311
"Heby","småhus","131-140 kvm","2021",310
"Heby","småhus","131-140 kvm","2022",313
"Heby","småhus","131-140 kvm","2023",311
"Heby","småhus","131-140 kvm","2024",316
"Heby","småhus","141-150 kvm","2013",236
"Heby","småhus","141-150 kvm","2014",241
"Heby","småhus","141-150 kvm","2015",241
"Heby","småhus","141-150 kvm","2016",243
"Heby","småhus","141-150 kvm","2017",246
"Heby","småhus","141-150 kvm","2018",246
"Heby","småhus","141-150 kvm","2019",249
"Heby","småhus","141-150 kvm","2020",251
"Heby","småhus","141-150 kvm","2021",250
"Heby","småhus","141-150 kvm","2022",249
"Heby","småhus","141-150 kvm","2023",244
"Heby","småhus","141-150 kvm","2024",246
"Heby","småhus","151-160 kvm","2013",211
"Heby","småhus","151-160 kvm","2014",210
"Heby","småhus","151-160 kvm","2015",213
"Heby","småhus","151-160 kvm","2016",216
"Heby","småhus","151-160 kvm","2017",216
"Heby","småhus","151-160 kvm","2018",218
"Heby","småhus","151-160 kvm","2019",218
"Heby","småhus","151-160 kvm","2020",222
"Heby","småhus","151-160 kvm","2021",224
"Heby","småhus","151-160 kvm","2022",226
"Heby","småhus","151-160 kvm","2023",226
"Heby","småhus","151-160 kvm","2024",225
"Heby","småhus","161-170 kvm","2013",147
"Heby","småhus","161-170 kvm","2014",149
"Heby","småhus","161-170 kvm","2015",151
"Heby","småhus","161-170 kvm","2016",148
"Heby","småhus","161-170 kvm","2017",153
"Heby","småhus","161-170 kvm","2018",152
"Heby","småhus","161-170 kvm","2019",154
"Heby","småhus","161-170 kvm","2020",153
"Heby","småhus","161-170 kvm","2021",154
"Heby","småhus","161-170 kvm","2022",155
"Heby","småhus","161-170 kvm","2023",149
"Heby","småhus","161-170 kvm","2024",149
"Heby","småhus","171-180 kvm","2013",107
"Heby","småhus","171-180 kvm","2014",107
"Heby","småhus","171-180 kvm","2015",108
"Heby","småhus","171-180 kvm","2016",109
"Heby","småhus","171-180 kvm","2017",107
"Heby","småhus","171-180 kvm","2018",107
"Heby","småhus","171-180 kvm","2019",109
"Heby","småhus","171-180 kvm","2020",107
"Heby","småhus","171-180 kvm","2021",110
"Heby","småhus","171-180 kvm","2022",113
"Heby","småhus","171-180 kvm","2023",109
"Heby","småhus","171-180 kvm","2024",109
"Heby","småhus","181-190 kvm","2013",62
"Heby","småhus","181-190 kvm","2014",62
"Heby","småhus","181-190 kvm","2015",62
"Heby","småhus","181-190 kvm","2016",62
"Heby","småhus","181-190 kvm","2017",62
"Heby","småhus","181-190 kvm","2018",62
"Heby","småhus","181-190 kvm","2019",65
