"region","hustyp","ägarkategori","år","Antal"
"Enköping","småhus","kooperativa hyresrättsföreningar","2021",0
"Enköping","småhus","kooperativa hyresrättsföreningar","2022",0
"Enköping","småhus","kooperativa hyresrättsföreningar","2023",0
"Enköping","småhus","kooperativa hyresrättsföreningar","2024",0
"Enköping","småhus","bostadsrättsföreningar","2013",237
"Enköping","småhus","bostadsrättsföreningar","2014",237
"Enköping","småhus","bostadsrättsföreningar","2015",237
"Enköping","småhus","bostadsrättsföreningar","2016",280
"Enköping","småhus","bostadsrättsföreningar","2017",289
"Enköping","småhus","bostadsrättsföreningar","2018",327
"Enköping","småhus","bostadsrättsföreningar","2019",431
"Enköping","småhus","bostadsrättsföreningar","2020",457
"Enköping","småhus","bostadsrättsföreningar","2021",605
"Enköping","småhus","bostadsrättsföreningar","2022",729
"Enköping","småhus","bostadsrättsföreningar","2023",742
"Enköping","småhus","bostadsrättsföreningar","2024",757
"Enköping","småhus","fysiska personer","2013",9180
"Enköping","småhus","fysiska personer","2014",9253
"Enköping","småhus","fysiska personer","2015",9345
"Enköping","småhus","fysiska personer","2016",9496
"Enköping","småhus","fysiska personer","2017",9580
"Enköping","småhus","fysiska personer","2018",9680
"Enköping","småhus","fysiska personer","2019",9795
"Enköping","småhus","fysiska personer","2020",9916
"Enköping","småhus","fysiska personer","2021",10034
"Enköping","småhus","fysiska personer","2022",10072
"Enköping","småhus","fysiska personer","2023",10107
"Enköping","småhus","fysiska personer","2024",10147
"Enköping","småhus","svenska aktiebolag","2013",110
"Enköping","småhus","svenska aktiebolag","2014",98
"Enköping","småhus","svenska aktiebolag","2015",103
"Enköping","småhus","svenska aktiebolag","2016",122
"Enköping","småhus","svenska aktiebolag","2017",127
"Enköping","småhus","svenska aktiebolag","2018",126
"Enköping","småhus","svenska aktiebolag","2019",150
"Enköping","småhus","svenska aktiebolag","2020",171
"Enköping","småhus","svenska aktiebolag","2021",166
"Enköping","småhus","svenska aktiebolag","2022",189
"Enköping","småhus","svenska aktiebolag","2023",193
"Enköping","småhus","svenska aktiebolag","2024",226
"Enköping","småhus","övriga ägare","2013",76
"Enköping","småhus","övriga ägare","2014",76
"Enköping","småhus","övriga ägare","2015",67
"Enköping","småhus","övriga ägare","2016",41
"Enköping","småhus","övriga ägare","2017",46
"Enköping","småhus","övriga ägare","2018",46
"Enköping","småhus","övriga ägare","2019",34
"Enköping","småhus","övriga ägare","2020",28
"Enköping","småhus","övriga ägare","2021",29
"Enköping","småhus","övriga ägare","2022",27
"Enköping","småhus","övriga ägare","2023",24
"Enköping","småhus","övriga ägare","2024",23
"Enköping","småhus","uppgift saknas","2013",34
"Enköping","småhus","uppgift saknas","2014",33
"Enköping","småhus","uppgift saknas","2015",29
"Enköping","småhus","uppgift saknas","2016",77
"Enköping","småhus","uppgift saknas","2017",74
"Enköping","småhus","uppgift saknas","2018",73
"Enköping","småhus","uppgift saknas","2019",69
"Enköping","småhus","uppgift saknas","2020",69
"Enköping","småhus","uppgift saknas","2021",67
"Enköping","småhus","uppgift saknas","2022",65
"Enköping","småhus","uppgift saknas","2023",58
"Enköping","småhus","uppgift saknas","2024",54
"Enköping","flerbostadshus","stat, kommun, region","2013",14
"Enköping","flerbostadshus","stat, kommun, region","2014",14
"Enköping","flerbostadshus","stat, kommun, region","2015",14
"Enköping","flerbostadshus","stat, kommun, region","2016",14
"Enköping","flerbostadshus","stat, kommun, region","2017",14
"Enköping","flerbostadshus","stat, kommun, region","2018",14
"Enköping","flerbostadshus","stat, kommun, region","2019",14
"Enköping","flerbostadshus","stat, kommun, region","2020",14
"Enköping","flerbostadshus","stat, kommun, region","2021",14
"Enköping","flerbostadshus","stat, kommun, region","2022",2
"Enköping","flerbostadshus","stat, kommun, region","2023",2
"Enköping","flerbostadshus","stat, kommun, region","2024",2
"Enköping","flerbostadshus","allmännyttiga bostadsföretag","2013",2094
"Enköping","flerbostadshus","allmännyttiga bostadsföretag","2014",2106
"Enköping","flerbostadshus","allmännyttiga bostadsföretag","2015",2294
"Enköping","flerbostadshus","allmännyttiga bostadsföretag","2016",2294
"Enköping","flerbostadshus","allmännyttiga bostadsföretag","2017",2295
"Enköping","flerbostadshus","allmännyttiga bostadsföretag","2018",2420
"Enköping","flerbostadshus","allmännyttiga bostadsföretag","2019",2259
"Enköping","flerbostadshus","allmännyttiga bostadsföretag","2020",2405
"Enköping","flerbostadshus","allmännyttiga bostadsföretag","2021",2568
"Enköping","flerbostadshus","allmännyttiga bostadsföretag","2022",2568
"Enköping","flerbostadshus","allmännyttiga bostadsföretag","2023",2568
"Enköping","flerbostadshus","allmännyttiga bostadsföretag","2024",2568
"Enköping","flerbostadshus","kooperativa hyresrättsföreningar","2013",0
"Enköping","flerbostadshus","kooperativa hyresrättsföreningar","2014",0
"Enköping","flerbostadshus","kooperativa hyresrättsföreningar","2015",0
"Enköping","flerbostadshus","kooperativa hyresrättsföreningar","2016",0
"Enköping","flerbostadshus","kooperativa hyresrättsföreningar","2017",0
"Enköping","flerbostadshus","kooperativa hyresrättsföreningar","2018",0
"Enköping","flerbostadshus","kooperativa hyresrättsföreningar","2019",0
"Enköping","flerbostadshus","kooperativa hyresrättsföreningar","2020",0
"Enköping","flerbostadshus","kooperativa hyresrättsföreningar","2021",0
"Enköping","flerbostadshus","kooperativa hyresrättsföreningar","2022",0
"Enköping","flerbostadshus","kooperativa hyresrättsföreningar","2023",0
"Enköping","flerbostadshus","kooperativa hyresrättsföreningar","2024",0
"Enköping","flerbostadshus","bostadsrättsföreningar","2013",3269
"Enköping","flerbostadshus","bostadsrättsföreningar","2014",3269
"Enköping","flerbostadshus","bostadsrättsföreningar","2015",3324
"Enköping","flerbostadshus","bostadsrättsföreningar","2016",3542
"Enköping","flerbostadshus","bostadsrättsföreningar","2017",3611
"Enköping","flerbostadshus","bostadsrättsföreningar","2018",3672
"Enköping","flerbostadshus","bostadsrättsföreningar","2019",3819
"Enköping","flerbostadshus","bostadsrättsföreningar","2020",3851
"Enköping","flerbostadshus","bostadsrättsföreningar","2021",3854
"Enköping","flerbostadshus","bostadsrättsföreningar","2022",4069
"Enköping","flerbostadshus","bostadsrättsföreningar","2023",4140
"Enköping","flerbostadshus","bostadsrättsföreningar","2024",4140
"Enköping","flerbostadshus","fysiska personer","2013",317
"Enköping","flerbostadshus","fysiska personer","2014",341
"Enköping","flerbostadshus","fysiska personer","2015",315
"Enköping","flerbostadshus","fysiska personer","2016",315
"Enköping","flerbostadshus","fysiska personer","2017",315
"Enköping","flerbostadshus","fysiska personer","2018",316
"Enköping","flerbostadshus","fysiska personer","2019",309
"Enköping","flerbostadshus","fysiska personer","2020",308
"Enköping","flerbostadshus","fysiska personer","2021",307
"Enköping","flerbostadshus","fysiska personer","2022",299
"Enköping","flerbostadshus","fysiska personer","2023",296
"Enköping","flerbostadshus","fysiska personer","2024",247
"Enköping","flerbostadshus","svenska aktiebolag","2013",1026
"Enköping","flerbostadshus","svenska aktiebolag","2014",1000
"Enköping","flerbostadshus","svenska aktiebolag","2015",1104
"Enköping","flerbostadshus","svenska aktiebolag","2016",1069
"Enköping","flerbostadshus","svenska aktiebolag","2017",1058
"Enköping","flerbostadshus","svenska aktiebolag","2018",1138
"Enköping","flerbostadshus","svenska aktiebolag","2019",1491
"Enköping","flerbostadshus","svenska aktiebolag","2020",1671
"Enköping","flerbostadshus","svenska aktiebolag","2021",1757
"Enköping","flerbostadshus","svenska aktiebolag","2022",2422
"Enköping","flerbostadshus","svenska aktiebolag","2023",2497
"Enköping","flerbostadshus","svenska aktiebolag","2024",2818
"Enköping","flerbostadshus","övriga ägare","2013",714
"Enköping","flerbostadshus","övriga ägare","2014",714
"Enköping","flerbostadshus","övriga ägare","2015",606
"Enköping","flerbostadshus","övriga ägare","2016",604
"Enköping","flerbostadshus","övriga ägare","2017",604
"Enköping","flerbostadshus","övriga ägare","2018",604
"Enköping","flerbostadshus","övriga ägare","2019",603
"Enköping","flerbostadshus","övriga ägare","2020",603
"Enköping","flerbostadshus","övriga ägare","2021",591
"Enköping","flerbostadshus","övriga ägare","2022",591
"Enköping","flerbostadshus","övriga ägare","2023",591
"Enköping","flerbostadshus","övriga ägare","2024",591
"Enköping","flerbostadshus","uppgift saknas","2013",3
"Enköping","flerbostadshus","uppgift saknas","2014",3
"Enköping","flerbostadshus","uppgift saknas","2015",3
"Enköping","flerbostadshus","uppgift saknas","2016",3
"Enköping","flerbostadshus","uppgift saknas","2017",3
"Enköping","flerbostadshus","uppgift saknas","2018",3
"Enköping","flerbostadshus","uppgift saknas","2019",3
"Enköping","flerbostadshus","uppgift saknas","2020",3
"Enköping","flerbostadshus","uppgift saknas","2021",3
"Enköping","flerbostadshus","uppgift saknas","2022",3
"Enköping","flerbostadshus","uppgift saknas","2023",0
"Enköping","flerbostadshus","uppgift saknas","2024",0
"Enköping","övriga hus","stat, kommun, region","2013",9
"Enköping","övriga hus","stat, kommun, region","2014",9
"Enköping","övriga hus","stat, kommun, region","2015",9
"Enköping","övriga hus","stat, kommun, region","2016",9
"Enköping","övriga hus","stat, kommun, region","2017",9
"Enköping","övriga hus","stat, kommun, region","2018",7
"Enköping","övriga hus","stat, kommun, region","2019",7
"Enköping","övriga hus","stat, kommun, region","2020",7
"Enköping","övriga hus","stat, kommun, region","2021",7
"Enköping","övriga hus","stat, kommun, region","2022",7
"Enköping","övriga hus","stat, kommun, region","2023",7
"Enköping","övriga hus","stat, kommun, region","2024",7
"Enköping","övriga hus","allmännyttiga bostadsföretag","2013",0
"Enköping","övriga hus","allmännyttiga bostadsföretag","2014",0
"Enköping","övriga hus","allmännyttiga bostadsföretag","2015",0
"Enköping","övriga hus","allmännyttiga bostadsföretag","2016",0
"Enköping","övriga hus","allmännyttiga bostadsföretag","2017",0
"Enköping","övriga hus","allmännyttiga bostadsföretag","2018",0
"Enköping","övriga hus","allmännyttiga bostadsföretag","2019",0
"Enköping","övriga hus","allmännyttiga bostadsföretag","2020",0
"Enköping","övriga hus","allmännyttiga bostadsföretag","2021",0
"Enköping","övriga hus","allmännyttiga bostadsföretag","2022",0
"Enköping","övriga hus","allmännyttiga bostadsföretag","2023",0
"Enköping","övriga hus","allmännyttiga bostadsföretag","2024",0
"Enköping","övriga hus","kooperativa hyresrättsföreningar","2013",0
"Enköping","övriga hus","kooperativa hyresrättsföreningar","2014",0
"Enköping","övriga hus","kooperativa hyresrättsföreningar","2015",0
"Enköping","övriga hus","kooperativa hyresrättsföreningar","2016",0
"Enköping","övriga hus","kooperativa hyresrättsföreningar","2017",0
"Enköping","övriga hus","kooperativa hyresrättsföreningar","2018",0
"Enköping","övriga hus","kooperativa hyresrättsföreningar","2019",0
"Enköping","övriga hus","kooperativa hyresrättsföreningar","2020",0
"Enköping","övriga hus","kooperativa hyresrättsföreningar","2021",0
"Enköping","övriga hus","kooperativa hyresrättsföreningar","2022",0
"Enköping","övriga hus","kooperativa hyresrättsföreningar","2023",0
"Enköping","övriga hus","kooperativa hyresrättsföreningar","2024",0
"Enköping","övriga hus","bostadsrättsföreningar","2013",48
"Enköping","övriga hus","bostadsrättsföreningar","2014",48
"Enköping","övriga hus","bostadsrättsföreningar","2015",48
"Enköping","övriga hus","bostadsrättsföreningar","2016",116
"Enköping","övriga hus","bostadsrättsföreningar","2017",149
"Enköping","övriga hus","bostadsrättsföreningar","2018",149
"Enköping","övriga hus","bostadsrättsföreningar","2019",149
"Enköping","övriga hus","bostadsrättsföreningar","2020",149
"Enköping","övriga hus","bostadsrättsföreningar","2021",149
"Enköping","övriga hus","bostadsrättsföreningar","2022",28
"Enköping","övriga hus","bostadsrättsföreningar","2023",28
"Enköping","övriga hus","bostadsrättsföreningar","2024",28
"Enköping","övriga hus","fysiska personer","2013",72
"Enköping","övriga hus","fysiska personer","2014",51
"Enköping","övriga hus","fysiska personer","2015",120
"Enköping","övriga hus","fysiska personer","2016",52
"Enköping","övriga hus","fysiska personer","2017",52
"Enköping","övriga hus","fysiska personer","2018",56
"Enköping","övriga hus","fysiska personer","2019",58
"Enköping","övriga hus","fysiska personer","2020",61
"Enköping","övriga hus","fysiska personer","2021",59
"Enköping","övriga hus","fysiska personer","2022",60
"Enköping","övriga hus","fysiska personer","2023",60
"Enköping","övriga hus","fysiska personer","2024",59
"Enköping","övriga hus","svenska aktiebolag","2013",331
"Enköping","övriga hus","svenska aktiebolag","2014",354
"Enköping","övriga hus","svenska aktiebolag","2015",292
"Enköping","övriga hus","svenska aktiebolag","2016",293
"Enköping","övriga hus","svenska aktiebolag","2017",259
"Enköping","övriga hus","svenska aktiebolag","2018",252
"Enköping","övriga hus","svenska aktiebolag","2019",254
"Enköping","övriga hus","svenska aktiebolag","2020",254
"Enköping","övriga hus","svenska aktiebolag","2021",257
"Enköping","övriga hus","svenska aktiebolag","2022",83
"Enköping","övriga hus","svenska aktiebolag","2023",80
"Enköping","övriga hus","svenska aktiebolag","2024",81
"Enköping","övriga hus","övriga ägare","2013",43
"Enköping","övriga hus","övriga ägare","2014",43
"Enköping","övriga hus","övriga ägare","2015",23
"Enköping","övriga hus","övriga ägare","2016",22
"Enköping","övriga hus","övriga ägare","2017",22
"Enköping","övriga hus","övriga ägare","2018",20
"Enköping","övriga hus","övriga ägare","2019",21
"Enköping","övriga hus","övriga ägare","2020",18
"Enköping","övriga hus","övriga ägare","2021",18
"Enköping","övriga hus","övriga ägare","2022",18
"Enköping","övriga hus","övriga ägare","2023",18
"Enköping","övriga hus","övriga ägare","2024",18
"Enköping","övriga hus","uppgift saknas","2013",0
"Enköping","övriga hus","uppgift saknas","2014",0
"Enköping","övriga hus","uppgift saknas","2015",0
"Enköping","övriga hus","uppgift saknas","2016",0
"Enköping","övriga hus","uppgift saknas","2017",0
"Enköping","övriga hus","uppgift saknas","2018",0
"Enköping","övriga hus","uppgift saknas","2019",0
"Enköping","övriga hus","uppgift saknas","2020",0
"Enköping","övriga hus","uppgift saknas","2021",0
"Enköping","övriga hus","uppgift saknas","2022",0
"Enköping","övriga hus","uppgift saknas","2023",0
"Enköping","övriga hus","uppgift saknas","2024",0
"Enköping","specialbostäder","stat, kommun, region","2013",341
"Enköping","specialbostäder","stat, kommun, region","2014",350
"Enköping","specialbostäder","stat, kommun, region","2015",410
"Enköping","specialbostäder","stat, kommun, region","2016",410
"Enköping","specialbostäder","stat, kommun, region","2017",410
"Enköping","specialbostäder","stat, kommun, region","2018",392
"Enköping","specialbostäder","stat, kommun, region","2019",392
"Enköping","specialbostäder","stat, kommun, region","2020",392
"Enköping","specialbostäder","stat, kommun, region","2021",392
"Enköping","specialbostäder","stat, kommun, region","2022",392
"Enköping","specialbostäder","stat, kommun, region","2023",375
"Enköping","specialbostäder","stat, kommun, region","2024",375
"Enköping","specialbostäder","allmännyttiga bostadsföretag","2013",671
"Enköping","specialbostäder","allmännyttiga bostadsföretag","2014",671
"Enköping","specialbostäder","allmännyttiga bostadsföretag","2015",670
"Enköping","specialbostäder","allmännyttiga bostadsföretag","2016",670
"Enköping","specialbostäder","allmännyttiga bostadsföretag","2017",670
"Enköping","specialbostäder","allmännyttiga bostadsföretag","2018",695
"Enköping","specialbostäder","allmännyttiga bostadsföretag","2019",683
"Enköping","specialbostäder","allmännyttiga bostadsföretag","2020",677
"Enköping","specialbostäder","allmännyttiga bostadsföretag","2021",677
"Enköping","specialbostäder","allmännyttiga bostadsföretag","2022",675
"Enköping","specialbostäder","allmännyttiga bostadsföretag","2023",692
"Enköping","specialbostäder","allmännyttiga bostadsföretag","2024",704
"Enköping","specialbostäder","kooperativa hyresrättsföreningar","2013",0
"Enköping","specialbostäder","kooperativa hyresrättsföreningar","2014",0
"Enköping","specialbostäder","kooperativa hyresrättsföreningar","2015",0
"Enköping","specialbostäder","kooperativa hyresrättsföreningar","2016",0
"Enköping","specialbostäder","kooperativa hyresrättsföreningar","2017",0
"Enköping","specialbostäder","kooperativa hyresrättsföreningar","2018",0
"Enköping","specialbostäder","kooperativa hyresrättsföreningar","2019",0
"Enköping","specialbostäder","kooperativa hyresrättsföreningar","2020",0
"Enköping","specialbostäder","kooperativa hyresrättsföreningar","2021",0
"Enköping","specialbostäder","kooperativa hyresrättsföreningar","2022",0
"Enköping","specialbostäder","kooperativa hyresrättsföreningar","2023",0
"Enköping","specialbostäder","kooperativa hyresrättsföreningar","2024",0
"Enköping","specialbostäder","bostadsrättsföreningar","2013",6
"Enköping","specialbostäder","bostadsrättsföreningar","2014",6
"Enköping","specialbostäder","bostadsrättsföreningar","2015",6
"Enköping","specialbostäder","bostadsrättsföreningar","2016",145
"Enköping","specialbostäder","bostadsrättsföreningar","2017",145
"Enköping","specialbostäder","bostadsrättsföreningar","2018",145
"Enköping","specialbostäder","bostadsrättsföreningar","2019",145
"Enköping","specialbostäder","bostadsrättsföreningar","2020",6
"Enköping","specialbostäder","bostadsrättsföreningar","2021",6
"Enköping","specialbostäder","bostadsrättsföreningar","2022",6
"Enköping","specialbostäder","bostadsrättsföreningar","2023",6
"Enköping","specialbostäder","bostadsrättsföreningar","2024",6
"Enköping","specialbostäder","fysiska personer","2013",10
"Enköping","specialbostäder","fysiska personer","2014",10
"Enköping","specialbostäder","fysiska personer","2015",15
"Enköping","specialbostäder","fysiska personer","2016",15
"Enköping","specialbostäder","fysiska personer","2017",14
"Enköping","specialbostäder","fysiska personer","2018",20
"Enköping","specialbostäder","fysiska personer","2019",20
"Enköping","specialbostäder","fysiska personer","2020",20
"Enköping","specialbostäder","fysiska personer","2021",20
"Enköping","specialbostäder","fysiska personer","2022",20
"Enköping","specialbostäder","fysiska personer","2023",20
"Enköping","specialbostäder","fysiska personer","2024",20
"Enköping","specialbostäder","svenska aktiebolag","2013",53
"Enköping","specialbostäder","svenska aktiebolag","2014",53
"Enköping","specialbostäder","svenska aktiebolag","2015",58
"Enköping","specialbostäder","svenska aktiebolag","2016",58
"Enköping","specialbostäder","svenska aktiebolag","2017",59
"Enköping","specialbostäder","svenska aktiebolag","2018",112
"Enköping","specialbostäder","svenska aktiebolag","2019",166
"Enköping","specialbostäder","svenska aktiebolag","2020",313
"Enköping","specialbostäder","svenska aktiebolag","2021",313
"Enköping","specialbostäder","svenska aktiebolag","2022",313
"Enköping","specialbostäder","svenska aktiebolag","2023",381
"Enköping","specialbostäder","svenska aktiebolag","2024",381
"Enköping","specialbostäder","övriga ägare","2013",5
"Enköping","specialbostäder","övriga ägare","2014",5
"Enköping","specialbostäder","övriga ägare","2015",5
"Enköping","specialbostäder","övriga ägare","2016",5
"Enköping","specialbostäder","övriga ägare","2017",5
"Enköping","specialbostäder","övriga ägare","2018",5
"Enköping","specialbostäder","övriga ägare","2019",5
"Enköping","specialbostäder","övriga ägare","2020",5
"Enköping","specialbostäder","övriga ägare","2021",5
"Enköping","specialbostäder","övriga ägare","2022",5
"Enköping","specialbostäder","övriga ägare","2023",5
"Enköping","specialbostäder","övriga ägare","2024",5
"Enköping","specialbostäder","uppgift saknas","2013",0
"Enköping","specialbostäder","uppgift saknas","2014",0
"Enköping","specialbostäder","uppgift saknas","2015",0
"Enköping","specialbostäder","uppgift saknas","2016",0
"Enköping","specialbostäder","uppgift saknas","2017",0
"Enköping","specialbostäder","uppgift saknas","2018",0
"Enköping","specialbostäder","uppgift saknas","2019",0
"Enköping","specialbostäder","uppgift saknas","2020",0
"Enköping","specialbostäder","uppgift saknas","2021",0
"Enköping","specialbostäder","uppgift saknas","2022",0
"Enköping","specialbostäder","uppgift saknas","2023",0
"Enköping","specialbostäder","uppgift saknas","2024",0
"Östhammar","småhus","stat, kommun, region","2013",14
"Östhammar","småhus","stat, kommun, region","2014",12
"Östhammar","småhus","stat, kommun, region","2015",12
"Östhammar","småhus","stat, kommun, region","2016",12
"Östhammar","småhus","stat, kommun, region","2017",10
"Östhammar","småhus","stat, kommun, region","2018",9
"Östhammar","småhus","stat, kommun, region","2019",8
"Östhammar","småhus","stat, kommun, region","2020",8
"Östhammar","småhus","stat, kommun, region","2021",8
"Östhammar","småhus","stat, kommun, region","2022",8
"Östhammar","småhus","stat, kommun, region","2023",8
"Östhammar","småhus","stat, kommun, region","2024",8
"Östhammar","småhus","allmännyttiga bostadsföretag","2013",11
"Östhammar","småhus","allmännyttiga bostadsföretag","2014",14
"Östhammar","småhus","allmännyttiga bostadsföretag","2015",12
"Östhammar","småhus","allmännyttiga bostadsföretag","2016",12
"Östhammar","småhus","allmännyttiga bostadsföretag","2017",13
"Östhammar","småhus","allmännyttiga bostadsföretag","2018",13
"Östhammar","småhus","allmännyttiga bostadsföretag","2019",13
"Östhammar","småhus","allmännyttiga bostadsföretag","2020",13
"Östhammar","småhus","allmännyttiga bostadsföretag","2021",12
"Östhammar","småhus","allmännyttiga bostadsföretag","2022",11
"Östhammar","småhus","allmännyttiga bostadsföretag","2023",11
"Östhammar","småhus","allmännyttiga bostadsföretag","2024",11
"Östhammar","småhus","kooperativa hyresrättsföreningar","2013",6
"Östhammar","småhus","kooperativa hyresrättsföreningar","2014",6
"Östhammar","småhus","kooperativa hyresrättsföreningar","2015",6
"Östhammar","småhus","kooperativa hyresrättsföreningar","2016",6
"Östhammar","småhus","kooperativa hyresrättsföreningar","2017",6
"Östhammar","småhus","kooperativa hyresrättsföreningar","2018",6
"Östhammar","småhus","kooperativa hyresrättsföreningar","2019",6
"Östhammar","småhus","kooperativa hyresrättsföreningar","2020",6
"Östhammar","småhus","kooperativa hyresrättsföreningar","2021",6
"Östhammar","småhus","kooperativa hyresrättsföreningar","2022",6
"Östhammar","småhus","kooperativa hyresrättsföreningar","2023",6
"Östhammar","småhus","kooperativa hyresrättsföreningar","2024",6
"Östhammar","småhus","bostadsrättsföreningar","2013",272
"Östhammar","småhus","bostadsrättsföreningar","2014",275
"Östhammar","småhus","bostadsrättsföreningar","2015",275
"Östhammar","småhus","bostadsrättsföreningar","2016",275
"Östhammar","småhus","bostadsrättsföreningar","2017",270
"Östhammar","småhus","bostadsrättsföreningar","2018",271
"Östhammar","småhus","bostadsrättsföreningar","2019",271
"Östhammar","småhus","bostadsrättsföreningar","2020",271
"Östhammar","småhus","bostadsrättsföreningar","2021",271
"Östhammar","småhus","bostadsrättsföreningar","2022",271
"Östhammar","småhus","bostadsrättsföreningar","2023",271
"Östhammar","småhus","bostadsrättsföreningar","2024",271
"Östhammar","småhus","fysiska personer","2013",6213
"Östhammar","småhus","fysiska personer","2014",6237
"Östhammar","småhus","fysiska personer","2015",6271
"Östhammar","småhus","fysiska personer","2016",6335
"Östhammar","småhus","fysiska personer","2017",6344
"Östhammar","småhus","fysiska personer","2018",6376
"Östhammar","småhus","fysiska personer","2019",6398
"Östhammar","småhus","fysiska personer","2020",6429
"Östhammar","småhus","fysiska personer","2021",6471
"Östhammar","småhus","fysiska personer","2022",6458
"Östhammar","småhus","fysiska personer","2023",6432
"Östhammar","småhus","fysiska personer","2024",6466
"Östhammar","småhus","svenska aktiebolag","2013",198
"Östhammar","småhus","svenska aktiebolag","2014",194
"Östhammar","småhus","svenska aktiebolag","2015",194
"Östhammar","småhus","svenska aktiebolag","2016",196
"Östhammar","småhus","svenska aktiebolag","2017",194
"Östhammar","småhus","svenska aktiebolag","2018",193
"Östhammar","småhus","svenska aktiebolag","2019",190
"Östhammar","småhus","svenska aktiebolag","2020",185
"Östhammar","småhus","svenska aktiebolag","2021",184
"Östhammar","småhus","svenska aktiebolag","2022",184
"Östhammar","småhus","svenska aktiebolag","2023",194
"Östhammar","småhus","svenska aktiebolag","2024",195
"Östhammar","småhus","övriga ägare","2013",40
"Östhammar","småhus","övriga ägare","2014",39
"Östhammar","småhus","övriga ägare","2015",37
"Östhammar","småhus","övriga ägare","2016",37
"Östhammar","småhus","övriga ägare","2017",38
"Östhammar","småhus","övriga ägare","2018",33
"Östhammar","småhus","övriga ägare","2019",36
"Östhammar","småhus","övriga ägare","2020",35
"Östhammar","småhus","övriga ägare","2021",33
"Östhammar","småhus","övriga ägare","2022",28
"Östhammar","småhus","övriga ägare","2023",28
"Östhammar","småhus","övriga ägare","2024",31
"Östhammar","småhus","uppgift saknas","2013",15
"Östhammar","småhus","uppgift saknas","2014",5
"Östhammar","småhus","uppgift saknas","2015",4
"Östhammar","småhus","uppgift saknas","2016",4
"Östhammar","småhus","uppgift saknas","2017",4
"Östhammar","småhus","uppgift saknas","2018",4
"Östhammar","småhus","uppgift saknas","2019",4
"Östhammar","småhus","uppgift saknas","2020",4
"Östhammar","småhus","uppgift saknas","2021",4
"Östhammar","småhus","uppgift saknas","2022",4
"Östhammar","småhus","uppgift saknas","2023",4
"Östhammar","småhus","uppgift saknas","2024",5
"Östhammar","flerbostadshus","stat, kommun, region","2013",27
"Östhammar","flerbostadshus","stat, kommun, region","2014",27
"Östhammar","flerbostadshus","stat, kommun, region","2015",9
"Östhammar","flerbostadshus","stat, kommun, region","2016",9
"Östhammar","flerbostadshus","stat, kommun, region","2017",9
"Östhammar","flerbostadshus","stat, kommun, region","2018",5
"Östhammar","flerbostadshus","stat, kommun, region","2019",5
"Östhammar","flerbostadshus","stat, kommun, region","2020",5
"Östhammar","flerbostadshus","stat, kommun, region","2021",5
"Östhammar","flerbostadshus","stat, kommun, region","2022",5
"Östhammar","flerbostadshus","stat, kommun, region","2023",5
"Östhammar","flerbostadshus","stat, kommun, region","2024",5
"Östhammar","flerbostadshus","allmännyttiga bostadsföretag","2013",1448
"Östhammar","flerbostadshus","allmännyttiga bostadsföretag","2014",1478
"Östhammar","flerbostadshus","allmännyttiga bostadsföretag","2015",1474
"Östhammar","flerbostadshus","allmännyttiga bostadsföretag","2016",1468
"Östhammar","flerbostadshus","allmännyttiga bostadsföretag","2017",1508
"Östhammar","flerbostadshus","allmännyttiga bostadsföretag","2018",1512
"Östhammar","flerbostadshus","allmännyttiga bostadsföretag","2019",1512
"Östhammar","flerbostadshus","allmännyttiga bostadsföretag","2020",1520
"Östhammar","flerbostadshus","allmännyttiga bostadsföretag","2021",1520
"Östhammar","flerbostadshus","allmännyttiga bostadsföretag","2022",1531
"Östhammar","flerbostadshus","allmännyttiga bostadsföretag","2023",1532
"Östhammar","flerbostadshus","allmännyttiga bostadsföretag","2024",1533
"Östhammar","flerbostadshus","kooperativa hyresrättsföreningar","2013",0
"Östhammar","flerbostadshus","kooperativa hyresrättsföreningar","2014",0
"Östhammar","flerbostadshus","kooperativa hyresrättsföreningar","2015",0
"Östhammar","flerbostadshus","kooperativa hyresrättsföreningar","2016",0
"Östhammar","flerbostadshus","kooperativa hyresrättsföreningar","2017",0
"Östhammar","flerbostadshus","kooperativa hyresrättsföreningar","2018",0
"Östhammar","flerbostadshus","kooperativa hyresrättsföreningar","2019",0
"Östhammar","flerbostadshus","kooperativa hyresrättsföreningar","2020",0
"Östhammar","flerbostadshus","kooperativa hyresrättsföreningar","2021",0
"Östhammar","flerbostadshus","kooperativa hyresrättsföreningar","2022",0
"Östhammar","flerbostadshus","kooperativa hyresrättsföreningar","2023",0
"Östhammar","flerbostadshus","kooperativa hyresrättsföreningar","2024",0
"Östhammar","flerbostadshus","bostadsrättsföreningar","2013",1303
"Östhammar","flerbostadshus","bostadsrättsföreningar","2014",1305
"Östhammar","flerbostadshus","bostadsrättsföreningar","2015",1343
"Östhammar","flerbostadshus","bostadsrättsföreningar","2016",1348
"Östhammar","flerbostadshus","bostadsrättsföreningar","2017",1381
"Östhammar","flerbostadshus","bostadsrättsföreningar","2018",1418
"Östhammar","flerbostadshus","bostadsrättsföreningar","2019",1442
"Östhammar","flerbostadshus","bostadsrättsföreningar","2020",1442
"Östhammar","flerbostadshus","bostadsrättsföreningar","2021",1461
"Östhammar","flerbostadshus","bostadsrättsföreningar","2022",1461
"Östhammar","flerbostadshus","bostadsrättsföreningar","2023",1458
"Östhammar","flerbostadshus","bostadsrättsföreningar","2024",1486
